el_链接,名称,时间,sal,d,d1,d2,关键词,名称_链接,名称3,dc,int
https://jobs.51job.com/chengdu/146677784.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融销售/理财顾问/保险销售,03-09发布,8千-1.5万,成都·高新区,3-4年,大专,"员工旅游
专业培训
弹性工作
绩效奖金
年终奖金
交通补贴
周末双休
医疗健康
证券
管理
银行
金融
基金
理财
贷款
保险",https://jobs.51job.com/all/coBWZQNVYxU2wHawNjVzc.html,中国平安人寿保险股份有限公司四川分公司,已上市  |  10000人以上,保险
https://jobs.51job.com/kunming/146692876.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,综合金融总监（上市公司+双休）,03-09发布,2.5-4万,昆明·盘龙区,5-7年,本科,"补充医疗保险
员工旅游
专业培训
出国机会
绩效奖金
年终奖金
弹性工作
定期体检",https://jobs.51job.com/all/coCWgBYAVmUWZRMlExAmI.html,中国平安人寿保险股份有限公司云南分公司昆明区域拓展第一支公司,民营  ,保险
https://jobs.51job.com/shanghai/129264734.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融机构客户经理,03-09发布,1-2万,上海,5-7年,本科,"同业金融
同业业务
客户经理
五险一金
补充公积金
补充医疗保险
餐饮补贴
定期体检
节日福利
带薪年假",https://jobs.51job.com/all/coBGBUMlU3Bz4AZAxuB2s.html,招商永隆银行有限公司上海分行,外资（非欧美）  |  少于50人,银行
https://jobs.51job.com/guangzhou/146630915.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融机构部,03-09发布,4.5-7.5万,广州·番禺区,2年,大专,"银行
基金
信托
保险
担保
投资
融资
租赁
无封顶底薪
超高额提成
绩效奖金
年终奖金
弹性工作
园区食堂
生日福利
节日福利
员工旅游
定期体检",https://jobs.51job.com/all/coUTBRM1I0Aj5VMVY9Vzo.html,明诚众盛（广东）产业发展中心（有限合伙）,民营  |  50-150人,金融/投资/证券
https://jobs.51job.com/guangzhou/146677358.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融数据分析师,03-09发布,9千-1.5万·13薪,广州·天河区,1年,大专,"金融行业
数据敏感
金融信息
金融市场
五险一金
补充医疗保险
补充公积金
员工旅游
专业培训
出国机会
股票期权",https://jobs.51job.com/all/coCWhRM144VmpSM1Q-UTY.html,广州慧晟商务咨询有限公司,民营  |  50-150人,计算机软件
https://jobs.51job.com/guangzhou/146729724.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融数据分析,03-09发布,9千-1.5万·13薪,广州·天河区,1年,大专,"金融行业
金融信息
金融市场
数据敏感
五险一金
补充医疗保险
补充公积金
员工旅游
专业培训
股票期权
出国机会",https://jobs.51job.com/all/coCWgFZ1E3VmpVNANnUTE.html,广州慧晟商务咨询有限公司,民营  |  50-150人,计算机软件
https://jobs.51job.com/nanchang/133997379.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,急招金融交易员/接受无经验,03-09发布,4.5-6千,南昌·青山湖区,无需经验,高中,"交易员
操盘手
金融
期货
外汇
股票
证券
交易
五险一金
员工旅游
绩效奖金
专业培训
股票期权
弹性工作",https://jobs.51job.com/all/coUTFQMl80AT0ObQ1tUjc.html,南昌奥迅信息咨询有限公司,民营  |  少于50人,金融/投资/证券
https://jobs.51job.com/guangzhou/146729834.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融数据研究员,03-09发布,9千-1.4万·13薪,广州·天河区,1年,大专,"金融行业
金融市场
金融信息
数据敏感
五险一金
补充医疗保险
补充公积金
员工旅游
专业培训
出国机会
股票期权",https://jobs.51job.com/all/coCWhRM144VmpSM1Q-UTY.html,广州慧晟商务咨询有限公司,民营  |  50-150人,计算机软件
https://jobs.51job.com/shenzhen/146747183.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融项目总经理（证券、投资、票据）,03-09发布,1.5-2万,深圳·南山区,5-7年,本科,"金融
带薪年假
五险一金
节日福利",https://jobs.51job.com/all/coCWpWMQBgAzwPbwdgBmM.html,珠海江海天化工发展有限公司,民营  |  50-150人,石油/化工/矿产/地质
https://jobs.51job.com/guiyang/137826151.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,综合金融岗,03-09发布,1.5-2万,贵阳·观山湖区,2年,本科,"国企
周末双休
五险一金
定期体检
交通补贴
餐饮补贴
通讯补贴
年终奖金
绩效奖金",https://jobs.51job.com/all/coAmBcPwJoAzhSNwJoAmI.html,申万宏源证券有限公司贵州分公司,国企  |  少于50人,金融/投资/证券
https://jobs.51job.com/kunming/146723867.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,上市公司金融理财顾问（周末双休）,03-09发布,1.5-2万·13薪,昆明·盘龙区,3-4年,本科,"营销
金融
银行
基金
客户服务
理财产品
黄金投资
理财方案
证券
补充医疗保险
员工旅游
免费班车
专业培训
年终奖金
定期体检
餐饮补贴
补充公积金
出国机会",https://jobs.51job.com/all/coVTQFZ1UwBDsEaANpVjU.html,中国平安人寿保险股份有限公司云南分公司昆明直属第二支公司,民营  ,保险
https://jobs.51job.com/beijing/146674768.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融机构经理,03-09发布,8千-1.6万,北京·东城区,2年,本科,"五险一金
补充医疗保险
交通补贴
餐饮补贴
绩效奖金
年终奖金
定期体检",https://jobs.51job.com/all/coAWVTMlAwDjgHYwZgAWI.html,金瑞期货股份有限公司,国企  |  150-500人,金融/投资/证券
https://jobs.51job.com/shanghai/138761439.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,资深金融理财销售经理,03-09发布,2-2.5万,上海,2年,大专,"理财顾问
理财经理
理财总监
三方理财
证券
银行",https://jobs.51job.com/all/coVDEFY189BzgOY1cxVDU.html,上海极元金融信息服务（集团）股份有限公司,民营  |  50-150人,金融/投资/证券
https://jobs.51job.com/wuxi/137796553.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,综合金融团队负责人,03-09发布,6千-1万,无锡,1年,本科,"五险一金
交通补贴
绩效奖金
定期体检
专业培训",https://jobs.51job.com/all/coUjZQNQViU28DYAVmVDk.html,申银万国期货有限公司,国企  |  500-1000人,金融/投资/证券
https://jobs.51job.com/fuzhou/146712145.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融研究员,03-09发布,6千-1.2万,福州·鼓楼区,1年,大专,"金融
经济
金融行业
金融工程
金融衍生品
五险一金
员工旅游
专业培训
绩效奖金
年终奖金
弹性工作
节日福利
周末双休
带薪年假",https://jobs.51job.com/all/coBGQFaVQ0Bz8AbVE2AGA.html,广西淘金指软件科技有限公司,民营  |  少于50人,计算机软件
https://jobs.51job.com/nanchang/144268257.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融研究员,03-09发布,6千-1.2万,南昌,1年,本科,"金融
数据分析
证券
金融行业
周末双休
无加班
弹性工作
线上办公
带薪年假",https://jobs.51job.com/all/coVDRSPgVlAT1RMwJkVjY.html,贵州鼎邦达信息咨询有限公司,民营  ,计算机软件
https://jobs.51job.com/foshan/146732286.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,公司金融顾问（CFC）,03-09发布,15-30万/年,佛山·禅城区,2年,本科,"金融
证券
顾问
机构
销售
投资
业务
资产
投顾
客户
专业培训
五险一金
补充医疗保险
员工旅游
绩效奖金
年终奖金
定期体检",https://jobs.51job.com/all/coUTJcOlc3BjxRPQBmUDc.html,平安证券股份有限公司,已上市  |  1000-5000人,金融/投资/证券
https://jobs.51job.com/qingdao/125590449.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,综合金融业务经理,03-09发布,6千-1.2万,青岛,2年,本科,"金融
五险一金
补充医疗保险
交通补贴
餐饮补贴
专业培训
绩效奖金
年终奖金
定期体检
弹性工作
企业年金",https://jobs.51job.com/all/coUjZQNQViU28DYAVmVDk.html,申银万国期货有限公司,国企  |  500-1000人,金融/投资/证券
https://jobs.51job.com/kunming/146693861.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,综合金融主管（集团+培训）,03-09发布,1.2-1.5万·13薪,昆明·盘龙区,3-4年,大专,"管理
综合金融
定制方案
客户关系维护
补充医疗保险
专业培训
年终奖金
出国机会
员工旅游
通讯补贴
绩效奖金
定期体检",https://jobs.51job.com/all/coBmdXN1AxBjsEZQJnVTM.html,中国平安人寿保险股份有限公司云南分公司昆明区域拓展第一支公司,民营  ,保险
https://jobs.51job.com/chengdu/134857923.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,优才营销-车险保险金融银行贷款(销售代表),03-09发布,8千-1.6万,成都·金牛区,3-4年,大专,"做五休二
全勤奖
弹性工作
绩效奖金
专业培训
免费培训
生日福利
年终奖金
季度奖金
训练津贴
销售
贷款
保险
销售代表
金融
直销销售
车险
营销
电话销售
客户经理",https://jobs.51job.com/all/coAmFSNl8_VWJRMg1rUT0.html,中国平安人寿保险股份有限公司四川分公司,已上市  |  10000人以上,保险
https://jobs.51job.com/xian/133509910.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,急聘——综合金融理财（银行 证券 信托 保险）,03-09发布,1-1.5万,西安·高新技术产业开发区,2年,本科,"销售
储备经理
平安
保险
综合金融
主管
代理人
补充医疗保险
补充公积金
员工旅游
年终奖金
股票期权
绩效奖金
出国机会
专业培训
弹性工作",https://jobs.51job.com/all/coBmJdMFE6UmQAZQdhBmQ.html,中国平安人寿保险股份有限公司陕西分公司,已上市  |  1000-5000人,金融/投资/证券
https://jobs.51job.com/beijing/146066197.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融机构部客户经理,03-09发布,8千-1.2万,北京·朝阳区,3-4年,本科,"五险一金
餐饮补贴
绩效奖金
定期体检",https://jobs.51job.com/all/coA2ZUMFI2U2kBZgFqB2s.html,中融汇信期货有限公司,民营  |  150-500人,金融/投资/证券
https://jobs.51job.com/shenzhen/146692930.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,产品经理（金融市场方向）,03-09发布,15-30万/年,深圳,1年,本科,产品经理,https://jobs.51job.com/all/coBmJUNl49VmoDZlc8B2Y.html,广州银行股份有限公司深圳分行,国企  |  150-500人,银行
https://jobs.51job.com/chengdu/138818051.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,综合金融储备主管,03-09发布,8千-1.2万,成都·龙泉驿区,1年,大专,"周末双休
专业培训
弹性工作
补充医疗保险
补充公积金
员工旅游
出国机会
定期体检
绩效奖金
年终奖金",https://jobs.51job.com/all/coBWdTPlc0ATdTMQxpAmA.html,中国平安人寿保险股份有限公司四川分公司,合资  |  10000人以上,保险
https://jobs.51job.com/wuhan/146683859.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,资深公司金融顾问,03-09发布,30-60万/年,深圳·南山区,5-7年,本科,"公司金融顾问
精品投行
融资
金融
企业融资
债权融资
融资顾问
财务",https://jobs.51job.com/all/coVjdVNAJlAz8DYFcwXD4.html,苏州燕鸟融资咨询服务有限公司,民营  ,计算机软件
https://jobs.51job.com/kunming/146693976.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融咨询顾问（出国旅游+双休）,03-09发布,1.2-1.6万·14薪,昆明·盘龙区,5-7年,本科,"补充医疗保险
专业培训
年终奖金
出国机会
员工旅游
通讯补贴
绩效奖金
定期体检",https://jobs.51job.com/all/coBmdXN1AxBjsEZQJnVTM.html,中国平安人寿保险股份有限公司云南分公司昆明区域拓展第一支公司,民营  ,保险
https://jobs.51job.com/guangzhou/146662915.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融风控专员,03-09发布,9千-1.4万·13薪,广州·天河区,1年,大专,"金融
金融行业
数据搜集
五险一金
补充医疗保险
补充公积金
员工旅游
专业培训
股票期权
出国机会",https://jobs.51job.com/all/coCWgFZ1E3VmpVNANnUTE.html,广州慧晟商务咨询有限公司,民营  |  50-150人,计算机软件
https://jobs.51job.com/shenzhen/111253586.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融储备干部,03-09发布,1-1.5万,深圳·龙岗区,2年,本科,"信贷销售
管理培训生
六险二金
员工旅游
绩效奖金
定期体检
专业培训
降温补助
个税扣减
小组团建
节日福利
生日福利",https://jobs.51job.com/all/coVTZdPVc0DjNUNQFkAWY.html,平安普惠投资咨询有限公司深圳龙岗营业部,民营  |  10000人以上,银行
https://jobs.51job.com/chengdu/146683860.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,资深公司金融顾问,03-09发布,30-60万/年,深圳·南山区,5-7年,本科,"公司金融顾问
精品投行
融资
金融
企业融资
债权融资
融资顾问
财务",https://jobs.51job.com/all/coVjdVNAJlAz8DYFcwXD4.html,苏州燕鸟融资咨询服务有限公司,民营  ,计算机软件
https://jobs.51job.com/nanchang/134469615.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融交易员（股票交易经验者优先）,03-09发布,6-8千,南昌·青山湖区,无需经验,大专,"交易员
操盘手
金融
期货
外汇
股票
证券
交易
五险一金
员工旅游
绩效奖金
专业培训
股票期权
弹性工作",https://jobs.51job.com/all/coUTFQMl80AT0ObQ1tUjc.html,南昌奥迅信息咨询有限公司,民营  |  少于50人,金融/投资/证券
https://jobs.51job.com/guangzhou/137870645.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,综合金融团队业务经理,03-09发布,7千-1.4万,广州·天河区,2年,本科,,https://jobs.51job.com/all/coUjZQNQViU28DYAVmVDk.html,申银万国期货有限公司,国企  |  500-1000人,金融/投资/证券
https://jobs.51job.com/shanghai/142870776.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融客户经理,03-09发布,8千-1.5万,上海·浦东新区,1年,本科,"典当
营销
五险一金
补充医疗保险
餐饮补贴
专业培训
话费补贴
生日红包
优秀员工奖
节日福利",https://jobs.51job.com/all/coB2YHZ1IzADlVMAViAmI.html,上海鑫同辉典当有限公司,民营  |  少于50人,信托/担保/拍卖/典当
https://jobs.51job.com/haikou/132888725.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融产品经理,03-09发布,4.5-6千,海口·龙华区,1年,本科,,https://jobs.51job.com/all/coUjICYlY9AzgHY1A0UDU.html,新湖期货股份有限公司海口营业部,民营  ,金融/投资/证券
https://jobs.51job.com/wuhan/146684651.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,公司金融顾问,03-09发布,20-40万/年,武汉,5-7年,本科,"融资
fa
投行
债权融资
企业融资
金融顾问
融资顾问
商业保理
信托
金融
员工旅游
专业培训
弹性工作",https://jobs.51job.com/all/coVjdVNAJlAz8DYFcwXD4.html,苏州燕鸟融资咨询服务有限公司,民营  ,计算机软件
https://jobs.51job.com/guangzhou/137870098.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,综合金融团队经理,03-09发布,30-40万/年,广州·天河区,5-7年,本科,,https://jobs.51job.com/all/coUjZQNQViU28DYAVmVDk.html,申银万国期货有限公司,国企  |  500-1000人,金融/投资/证券
https://jobs.51job.com/beijing/146667157.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,综合金融客户经理（弹性工作制）,03-09发布,2-4万,北京·丰台区,3-4年,大专,"金融
银行
信托
保险
证券
金融营销
客户经理
理财顾问
补充医疗保险
员工旅游
专业培训
出国机会
年终奖金
绩效奖金
弹性工作
定期体检",https://jobs.51job.com/all/coVTRVNwViUWYEZQxtVDM.html,中国平安人寿保险股份有限公司北京分公司,民营  |  10000人以上,保险
https://jobs.51job.com/guangzhou/141738139.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融风控专员（月薪10k起+双休）,03-09发布,8千-1.5万,广州·越秀区,无需经验,大专,"金融
风控
分析
数据
研究
五险一金
年终奖金
定期体检
弹性工作
出国机会
专业培训
员工旅游
股票期权",https://jobs.51job.com/all/coVTQBZlQzATwHZgRjBmc.html,广州丰荣发展有限公司,民营  ,计算机软件
https://jobs.51job.com/beijing/146727349.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,综合金融理财顾问,03-09发布,1-2万,北京·朝阳区,3-4年,大专,"金融
银行
信托
保险
客户经理
金融销售
金融营销
证券
免费食宿
定期体检
带薪年假
带薪培训
生日礼物",https://jobs.51job.com/all/coAWBUNFIzBTMPbg1sAmQ.html,平安养老保险股份有限公司北京分公司,民营  |  10000人以上,保险
https://jobs.51job.com/kunming/146655214.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融培训讲师,03-09发布,7千-1.1万,昆明·盘龙区,1年,大专,,https://jobs.51job.com/all/coB2YHZVI0AzpTPgxpVTA.html,中国平安人寿保险股份有限公司云南分公司昆明直属第二支公司,民营  ,保险
https://jobs.51job.com/guangzhou/146742182.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融投资助理（不加班+双休）,03-09发布,8千-1.2万,广州·天河区,1年,大专,"金融
投资分析
金融行业
金融市场
五险一金
补充医疗保险
补充公积金
员工旅游
专业培训
出国机会
股票期权",https://jobs.51job.com/all/coCWhRM144VmpSM1Q-UTY.html,广州慧晟商务咨询有限公司,民营  |  50-150人,计算机软件
https://jobs.51job.com/kunming/146523810.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,综合金融客户经理（集团编制+周末双休） ,03-09发布,1.8-2.2万·13薪,昆明·盘龙区,2年,大专,,https://jobs.51job.com/all/coBGVdP1cwVGwAYFMxB2Y.html,中国平安人寿保险股份有限公司云南分公司昆明直属第二支公司,民营  ,保险
https://jobs.51job.com/nanchang/144269943.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融交易员,03-09发布,6千-1.2万,南昌,1年,大专,"金融
期货
外汇
经济
周末双休
无加班
弹性工作
线上办公
带薪年假",https://jobs.51job.com/all/coVDRSPgVlAT1RMwJkVjY.html,贵州鼎邦达信息咨询有限公司,民营  ,计算机软件
https://jobs.51job.com/shanghai/146744663.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,风险管理经理-系统方向（网络金融）,03-09发布,1.9-2.7万·15薪,上海·长宁区,5-7年,本科,"五险一金
补充医疗保险
交通补贴
餐饮补贴
绩效奖金
年终奖金
定期体检",https://jobs.51job.com/all/coAWMBbVY1AjQCYlQyB2s.html,交银企业管理服务（上海）有限公司张江高科技园区分公司,国企  |  10000人以上,银行
https://jobs.51job.com/nanjing/118793789.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融业务经理（高薪+双休）,03-09发布,6千-1万,南京·鼓楼区,2年,大专,"金融顾问
理财顾问
销售主管
投资
金融
销售
投资顾问
理财
五险一金
定期体检
专业培训
绩效奖金
员工旅游",https://jobs.51job.com/all/coVjRdPV8-BTgHYABnBmE.html,南京美轩资产管理有限公司,民营  |  少于50人,金融/投资/证券
https://jobs.51job.com/fuzhou/146673699.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融交易员,03-09发布,6千-1.2万,福州,1年,大专,"金融
周末双休
无加班
弹性工作",https://jobs.51job.com/all/coVDVSMwdkVWoDZgJmVTk.html,福建天宜软件科技有限公司,民营  ,计算机软件
https://jobs.51job.com/fuzhou/146711905.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融交易员,03-09发布,6千-1.2万,福州·鼓楼区,1年,大专,"金融
五险一金
员工旅游
专业培训
绩效奖金
年终奖金
弹性工作
节日福利
周末双休
带薪年假",https://jobs.51job.com/all/coBGQFaVQ0Bz8AbVE2AGA.html,广西淘金指软件科技有限公司,民营  |  少于50人,计算机软件
https://jobs.51job.com/shanghai/146665671.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融信贷销售专员,03-09发布,1-2万,上海·长宁区,3-4年,大专,"金融
供应链金融
银行信贷
贷款服务
长期合作
信贷销售
五险一金
绩效奖金
专业培训
年终奖金",https://jobs.51job.com/all/coUjJRMVQwDzhVMQRkB2M.html,上海浅银互联网科技有限公司,民营  |  少于50人,互联网/电子商务
https://jobs.51job.com/shenzhen/142696128.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融产品销售,03-09发布,1.5-3万,深圳·南山区,2年,本科,"基金
理财
私募
五险一金
员工旅游
绩效奖金
年终奖金
股票期权
定期体检",https://jobs.51job.com/all/coVTBRPQdjBT9RNQxpBmc.html,深圳方德信基金有限公司,民营  |  少于50人,非营利组织
https://jobs.51job.com/chengdu/146138843.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融客户经理,03-09发布,8千-1.2万,成都·武侯区,1年,大专,"管理
销售
保险
基金
理财产品
理财规划师
补充医疗保险
员工旅游
交通补贴
专业培训
绩效奖金",https://jobs.51job.com/all/coUzIFZ1EyADhTPgVhBWM.html,中国平安人寿保险股份有限公司四川分公司,民营  ,保险
https://jobs.51job.com/jinan/143829403.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,济南客户经理（金融）——双休,03-09发布,8千-1.5万,济南·历城区,2年,大专,"信贷
产业金融
ToB
五险一金
周末双休",https://jobs.51job.com/all/coVDQAZFA1U2lSPwZtBWk.html,驰展产业控股（深圳）有限公司,民营  |  50-150人,批发/零售
https://jobs.51job.com/chongqing/146573961.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融顾问,03-09发布,8千-1.6万,重庆·渝中区,无需经验,,"员工旅游
年终奖金
绩效奖金
专业培训
五险
双休
朝九晚六
金融
双休
渝中区
贷款",https://jobs.51job.com/all/coBmQCb1I2ATdSNlY2UTE.html,重庆步步为赢企业管理有限公司,已上市  |  50-150人,金融/投资/证券
https://jobs.51job.com/shanghai/136610532.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,业务经理（财富管理/综合金融）,03-09发布,1.5-3万,上海·浦东新区,2年,本科,"五险一金
交通补贴
餐饮补贴
绩效奖金
年终奖金
定期体检
补充医疗保险
周末双休
节日福利
高温补贴",https://jobs.51job.com/all/coUjZQNQViU28DYAVmVDk.html,申银万国期货有限公司,国企  |  500-1000人,金融/投资/证券
https://jobs.51job.com/nanchang/144268158.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,初级金融分析师,03-09发布,5千-1万,南昌,1年,本科,"金融
经济
分析报告
编制报表
市场走势研究
交易
期货",https://jobs.51job.com/all/coVDRSPgVlAT1RMwJkVjY.html,贵州鼎邦达信息咨询有限公司,民营  ,计算机软件
https://jobs.51job.com/fuzhou/142446190.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,福州客户经理/供应链金融——（双休）,03-09发布,8千-1.3万,福州,1年,大专,"信贷
供应链金融
五险一金
周末双休",https://jobs.51job.com/all/coVDQAZFA1U2lSPwZtBWk.html,驰展产业控股（深圳）有限公司,民营  |  50-150人,批发/零售
https://jobs.51job.com/shenzhen/143148245.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融高级项目经理,03-09发布,1-2万,深圳,5-7年,本科,"证券
基金
五险一金
餐饮补贴
绩效奖金
周末双休",https://jobs.51job.com/all/coCG1dO1Q-Vm1UNlQ2VzU.html,深圳市华融金融控股有限公司,民营  |  50-150人,金融/投资/证券
https://jobs.51job.com/shenzhen/146702736.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融副总,03-09发布,2.2-2.5万,深圳·南山区,8-9年,本科,"带薪年假
五险一金
节日福利
绩效奖金
交通补贴
通讯补贴
五天工作制",https://jobs.51job.com/all/coA2ZcPgNkUm8AZgNkAmE.html,深圳富盈实业有限公司,民营  |  50-150人,房地产
https://jobs.51job.com/fuzhou/143854145.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融销售（福州/双休）,03-09发布,8千-1.5万,福州,2年,大专,"信贷
供应链金融
五险一金
周末双休",https://jobs.51job.com/all/coVDQAZFA1U2lSPwZtBWk.html,驰展产业控股（深圳）有限公司,民营  |  50-150人,批发/零售
https://jobs.51job.com/guangzhou/146630573.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融业务部,03-09发布,4.5-7.5万,广州·番禺区,2年,大专,"贷款业务
抵押
担保
小额贷款
汽车金融
理财业务
消费金融
信用卡业务
无封顶底薪
超高额提成
绩效奖金
年终奖金
弹性工作
园区食堂
生日福利
节日福利
员工旅游
定期体检",https://jobs.51job.com/all/coUTBRM1I0Aj5VMVY9Vzo.html,明诚众盛（广东）产业发展中心（有限合伙）,民营  |  50-150人,金融/投资/证券
https://jobs.51job.com/guangzhou/145979208.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融助理（舒适办公/双休）,03-09发布,8千-1.5万,广州·越秀区,无需经验,大专,"金融
五险一金
年终奖金
定期体检
弹性工作
出国机会
专业培训
员工旅游
股票期权",https://jobs.51job.com/all/coVTQBZlQzATwHZgRjBmc.html,广州丰荣发展有限公司,民营  ,计算机软件
https://jobs.51job.com/shenzhen/146705329.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,金融副总裁,03-09发布,2-3万,深圳·南山区,5-7年,本科,"金融
带薪年假
五险一金
节日福利
绩效奖金
交通补贴
通讯补贴
五天工作制",https://jobs.51job.com/all/coA2ZcPgNkUm8AZgNkAmE.html,深圳富盈实业有限公司,民营  |  50-150人,房地产
https://jobs.51job.com/suzhou/143655376.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,互联网金融渠道经理,03-09发布,4-8千,苏州·工业园区,1年,中技/中专,"客服
渠道
金融
电销
互联网
经理
五险一金
弹性工作
年终奖金
专业培训
餐饮补贴
员工旅游
交通补贴",https://jobs.51job.com/all/coUTBdOwJnAThSMVMyUzU.html,苏州厚聚数据科技有限公司,民营  |  少于50人,金融/投资/证券
https://jobs.51job.com/beijing/145267447.html?s=sou_sou_soulb&t=0_0&req=8007a94b94ffc35e09a1c167e4a4c997,总行个人业务支援部--个人金融产品经理岗,03-09发布,6千-1万,北京·朝阳区,无需经验,本科,"五险一金
定期体检
出国机会
节日福利
周末双休
带薪年假
补充医疗保险
年终奖金",https://jobs.51job.com/all/coBGBTNwJnVGwCbgdkVDA.html,韩亚银行（中国）有限公司,外资（非欧美）  |  500-1000人,银行
